360
     0.675984    0.054704
     0.670398    0.055396
     0.664811    0.056080
     0.659224    0.056755
     0.653638    0.057423
     0.648051    0.058083
     0.642464    0.058734
     0.636878    0.059377
     0.631291    0.060012
     0.625704    0.060638
     0.620118    0.061257
     0.614531    0.061866
     0.608944    0.062467
     0.603358    0.063060
     0.597771    0.063644
     0.592184    0.064219
     0.586598    0.064786
     0.581011    0.065343
     0.575424    0.065892
     0.569837    0.066432
     0.564251    0.066963
     0.558664    0.067484
     0.553077    0.067996
     0.547491    0.068499
     0.541904    0.068993
     0.536317    0.069477
     0.530730    0.069951
     0.525144    0.070416
     0.519557    0.070871
     0.513970    0.071316
     0.508383    0.071751
     0.502797    0.072176
     0.497210    0.072591
     0.491623    0.072995
     0.486036    0.073389
     0.480450    0.073772
     0.474863    0.074145
     0.469276    0.074506
     0.463689    0.074857
     0.458103    0.075196
     0.452516    0.075524
     0.446929    0.075841
     0.441342    0.076147
     0.435755    0.076440
     0.430169    0.076722
     0.424582    0.076991
     0.418995    0.077249
     0.413408    0.077494
     0.407822    0.077726
     0.402235    0.077946
     0.396648    0.078152
     0.391061    0.078341
     0.385474    0.078512
     0.379887    0.078665
     0.374300    0.078801
     0.368713    0.078918
     0.363125    0.079016
     0.357538    0.079096
     0.351951    0.079157
     0.346364    0.079199
     0.340777    0.079221
     0.335190    0.079223
     0.329603    0.079206
     0.324016    0.079168
     0.318429    0.079109
     0.312842    0.079030
     0.307255    0.078930
     0.301668    0.078808
     0.296081    0.078664
     0.290494    0.078499
     0.284907    0.078310
     0.279320    0.078099
     0.273732    0.077865
     0.268145    0.077607
     0.262558    0.077325
     0.256971    0.077018
     0.251384    0.076687
     0.245797    0.076330
     0.240210    0.075947
     0.234623    0.075538
     0.229036    0.075102
     0.223449    0.074638
     0.217862    0.074146
     0.212275    0.073625
     0.206688    0.073075
     0.201101    0.072495
     0.195514    0.071884
     0.189927    0.071241
     0.184341    0.070566
     0.178754    0.069857
     0.173167    0.069114
     0.167580    0.068336
     0.161993    0.067521
     0.156406    0.066668
     0.150819    0.065776
     0.145233    0.064844
     0.139646    0.063870
     0.134059    0.062852
     0.128472    0.061789
     0.122886    0.060679
     0.117299    0.059519
     0.111712    0.058306
     0.106126    0.057039
     0.100539    0.055714
     0.094952    0.054327
     0.089366    0.052874
     0.083780    0.051351
     0.078193    0.049752
     0.072607    0.048071
     0.067020    0.046300
     0.061434    0.044430
     0.055848    0.042449
     0.050262    0.040343
     0.044676    0.038094
     0.039090    0.035678
     0.033504    0.033061
     0.027919    0.030196
     0.022333    0.027009
     0.016748    0.023377
     0.011163    0.019061
     0.005579    0.013441
     0.000000    0.000000
